국적,목적,연도,월,분기,계절,코로나기간,시계열순서,입국자수,입국자수_1개월전,입국자수_3개월전,입국자수_12개월전,입국자수_3개월평균,입국자수_12개월평균,전년동월대비증감률,연월,계절_코드,월_sin,월_cos,분기_sin,분기_cos,연도_정규화,선형트렌드,제곱트렌드,입국자수_6개월전,입국자수_24개월전,증감률_1개월,증감률_3개월,증감률_12개월,국적_빈도,국적_로그빈도,목적_빈도,국적_평균입국자수,목적_평균입국자수,국적_인코딩,목적_인코딩,계절_인코딩,국적목적_조합,국적목적_빈도,계절목적_조합,월국적_상호작용,연도국적_상호작용,국적_평균,국적_표준편차,국적_최소,국적_최대,국적_중앙값,목적_평균,목적_표준편차,목적_최소,목적_최대,계절_평균,계절_표준편차,앙상블예측,RandomForest_예측,XGBoost_예측,GradientBoosting_예측,Ridge_예측,Lasso_예측
러시아(연방),공용,2026,1,1,겨울,0,253,14.25,13.5375,12.825000000000001,12.75,14.5,11.458333333333332,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.049011177987962194,0.10307414104882451,0.10909090909090909,48,3.8918202981106265,180,1874.1996527777776,273.81898148148144,9,0,1,러시아(연방)_공용,12,겨울_공용,48,97248,1874.1996527777776,3250.0297276663496,5.0,10342.25,94.875,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,67,16,15,14,5718,2686
러시아(연방),관광,2026,1,1,겨울,0,253,3855.25,3662.4874999999997,3469.725,2513.75,4446.166666666666,5073.520833333333,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05261721242395403,0.1110790973067587,0.5334526294860324,48,3.8918202981106265,180,1874.1996527777776,44945.81712962963,9,1,1,러시아(연방)_관광,12,겨울_관광,48,97248,1874.1996527777776,3250.0297276663496,5.0,10342.25,94.875,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,4231,4176,4063,4126,12762,7406
러시아(연방),상용,2026,1,1,겨울,0,253,103.25,98.08749999999999,92.925,83.25,90.24999999999999,79.10416666666667,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.052100416298725964,0.10992813414958746,0.23738872403560832,48,3.8918202981106265,180,1874.1996527777776,373.4101851851852,9,2,1,러시아(연방)_상용,12,겨울_상용,48,97248,1874.1996527777776,3250.0297276663496,5.0,10342.25,94.875,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,151,103,92,92,5802,2754
러시아(연방),유학연수,2026,1,1,겨울,0,253,189.25,179.7875,170.32500000000002,118.75,160.25,204.58333333333331,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.052340454954020635,0.11046257113672833,0.5887265135699373,48,3.8918202981106265,180,1874.1996527777776,1424.4648148148149,9,3,1,러시아(연방)_유학연수,12,겨울_유학연수,48,97248,1874.1996527777776,3250.0297276663496,5.0,10342.25,94.875,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,229,182,158,172,5891,2807
캐나다,공용,2026,1,1,겨울,0,253,26.5,25.174999999999997,23.85,20.0,24.5,24.083333333333332,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.050620821394460475,0.10663983903420517,0.30952380952380953,48,3.8918202981106265,180,3146.125,273.81898148148144,48,0,1,캐나다_공용,12,겨울_공용,48,97248,3146.125,5707.001325929473,13.5,17405.333333333332,33.16666666666667,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,77,26,24,23,5762,2694
캐나다,관광,2026,1,1,겨울,0,253,6368.5,6050.075,5731.650000000001,3904.25,7991.833333333332,8949.5,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.052622881058324376,0.11109172895606734,0.6310095384418412,48,3.8918202981106265,180,3146.125,44945.81712962963,48,1,1,캐나다_관광,12,겨울_관광,48,97248,3146.125,5707.001325929473,13.5,17405.333333333332,33.16666666666667,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,7226,7077,6657,7675,16726,11367
캐나다,상용,2026,1,1,겨울,0,253,30.75,29.2125,27.675,26.0,30.66666666666667,27.541666666666664,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05088953247827891,0.10723626852659109,0.17592592592592593,48,3.8918202981106265,180,3146.125,373.4101851851852,48,2,1,캐나다_상용,12,겨울_상용,48,97248,3146.125,5707.001325929473,13.5,17405.333333333332,33.16666666666667,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,82,31,32,30,5783,2700
캐나다,유학연수,2026,1,1,겨울,0,253,37.75,35.8625,33.975,29.0,40.16666666666667,43.708333333333336,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05120379789759248,0.1079342387419585,0.2916666666666667,48,3.8918202981106265,180,3146.125,1424.4648148148149,48,3,1,캐나다_유학연수,12,겨울_유학연수,48,97248,3146.125,5707.001325929473,13.5,17405.333333333332,33.16666666666667,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,90,38,38,38,5836,2719
인도네시아,공용,2026,1,1,겨울,0,253,60.0,57.0,54.0,49.25,164.83333333333331,168.77083333333331,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05172413793103448,0.10909090909090909,0.21393034825870647,48,3.8918202981106265,180,3109.793402777778,273.81898148148144,42,0,1,인도네시아_공용,12,겨울_공용,48,97248,3109.793402777778,5382.022766140716,60.0,19254.0,207.33333333333334,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,179,119,178,135,6181,2925
인도네시아,관광,2026,1,1,겨울,0,253,9403.75,8933.5625,8463.375,5357.5,11821.749999999998,8854.145833333332,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.052625688163242465,0.11109798419847892,0.755108705794532,48,3.8918202981106265,180,3109.793402777778,44945.81712962963,42,1,1,인도네시아_관광,12,겨울_관광,48,97248,3109.793402777778,5382.022766140716,60.0,19254.0,207.33333333333334,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,10747,10723,9527,10780,21951,16472
인도네시아,상용,2026,1,1,겨울,0,253,80.0,76.0,72.0,43.0,116.0,104.58333333333331,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.05194805194805195,0.1095890410958904,0.8409090909090909,48,3.8918202981106265,180,3109.793402777778,373.4101851851852,42,2,1,인도네시아_상용,12,겨울_상용,48,97248,3109.793402777778,5382.022766140716,60.0,19254.0,207.33333333333334,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,152,97,111,101,6122,2845
인도네시아,유학연수,2026,1,1,겨울,0,253,187.25,177.8875,168.525,147.25,141.5,258.6875,0.1,202601,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,,253,64009,,,0.052337362867724196,0.11045568500221202,0.26981450252951095,48,3.8918202981106265,180,3109.793402777778,1424.4648148148149,42,3,1,인도네시아_유학연수,12,겨울_유학연수,48,97248,3109.793402777778,5382.022766140716,60.0,19254.0,207.33333333333334,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,223,176,157,153,6088,2775
중국,공용,2026,2,1,겨울,0,254,73.5,69.825,66.15,37.25,87.66666666666667,153.97916666666669,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.05188845746558415,0.10945644080416968,0.9477124183006536,48,3.8918202981106265,180,46212.04861111112,273.81898148148144,44,0,1,중국_공용,12,겨울_공용,96,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,134,78,95,80,6142,2969
중국,관광,2026,2,1,겨울,0,254,122646.25,116513.9375,110381.625,64848.25,127005.08333333331,120990.47916666666,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.052631127232077,0.11111010451146637,0.8912670539751809,48,3.8918202981106265,180,46212.04861111112,44945.81712962963,44,1,1,중국_관광,12,겨울_관광,96,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,133926,133503,127360,139434,130622,125122
중국,상용,2026,2,1,겨울,0,254,2014.75,1914.0124999999998,1813.275,1115.5,1773.1666666666665,1854.625,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.05260409527352965,0.11104986840473462,0.8054187192118226,48,3.8918202981106265,180,46212.04861111112,373.4101851851852,44,2,1,중국_상용,12,겨울_상용,96,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,2016,1995,1871,1885,7535,4333
중국,유학연수,2026,2,1,겨울,0,254,26888.75,25544.3125,24199.875,17621.25,12522.166666666668,10909.729166666666,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.05262951862499236,0.11110651990888759,0.5258976577905773,48,3.8918202981106265,180,46212.04861111112,1424.4648148148149,44,3,1,중국_유학연수,12,겨울_유학연수,96,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,19141,18967,20056,20516,8243,4417
일본,공용,2026,2,1,겨울,0,254,82.75,78.6125,74.47500000000001,49.5,88.5,113.33333333333333,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.05197048202229553,0.10963895329579318,0.6584158415841584,48,3.8918202981106265,180,43674.144097222226,273.81898148148144,43,0,1,일본_공용,12,겨울_공용,96,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,137,83,87,81,6193,2857
일본,관광,2026,2,1,겨울,0,254,120958.0,114910.09999999999,108862.2,66743.0,114154.25,126249.39583333331,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.052631120927395254,0.11111009046215804,0.8122827520076711,48,3.8918202981106265,180,43674.144097222226,44945.81712962963,43,1,1,일본_관광,12,겨울_관광,96,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,120498,118789,127361,126716,106929,100604
일본,상용,2026,2,1,겨울,0,254,975.0,926.25,877.5,650.25,1015.25,998.8125,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.05257481801024535,0.1109846328969835,0.49865642994241843,48,3.8918202981106265,180,43674.144097222226,373.4101851851852,43,2,1,일본_상용,12,겨울_상용,96,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,1023,963,996,985,7106,3755
일본,유학연수,2026,2,1,겨울,0,254,2580.0,2451.0,2322.0,2146.25,1359.5833333333333,945.7916666666665,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.05261011419249592,0.11106328024106758,0.20200256141576434,48,3.8918202981106265,180,43674.144097222226,1424.4648148148149,43,3,1,일본_유학연수,12,겨울_유학연수,96,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,1756,1702,1672,1805,6712,3280
대만,공용,2026,2,1,겨울,0,254,9.0,8.549999999999999,8.1,5.5,10.0,7.8125,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.04712041884816766,0.09890109890109894,0.5384615384615384,48,3.8918202981106265,180,19442.779513888887,273.81898148148144,5,0,1,대만_공용,12,겨울_공용,96,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,62,12,10,7,5725,2693
대만,관광,2026,2,1,겨울,0,254,64843.0,61600.85,58358.700000000004,35354.25,63396.00000000001,56778.60416666666,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.05263072456427853,0.11110920720976968,0.8340699047524767,48,3.8918202981106265,180,19442.779513888887,44945.81712962963,5,1,1,대만_관광,12,겨울_관광,96,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,73236,72327,89387,70715,67596,62127
대만,상용,2026,2,1,겨울,0,254,110.75,105.21249999999999,99.675,94.25,99.91666666666666,122.14583333333333,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.05213604801694724,0.11000744971442765,0.1732283464566929,48,3.8918202981106265,180,19442.779513888887,373.4101851851852,5,2,1,대만_상용,12,겨울_상용,96,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,158,112,96,94,5805,2757
대만,유학연수,2026,2,1,겨울,0,254,908.75,863.3125,817.875,675.25,437.66666666666663,289.625,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.05257068479282667,0.11097542359945047,0.34528650646950093,48,3.8918202981106265,180,19442.779513888887,1424.4648148148149,5,3,1,대만_유학연수,12,겨울_유학연수,96,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,578,545,485,491,5890,2790
미국,공용,2026,2,1,겨울,0,254,1936.75,1839.9125,1743.075,1433.25,2472.083333333333,2373.2291666666665,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.052602989006810534,0.11104740335134668,0.35105455813142755,48,3.8918202981106265,180,17662.763888888887,273.81898148148144,14,0,1,미국_공용,12,겨울_공용,96,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,2309,2256,2368,2158,8933,5524
미국,관광,2026,2,1,겨울,0,254,31495.5,29920.725,28345.95,19374.5,36088.083333333336,50759.395833333336,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.05262981997194351,0.11110719142623807,0.6255838559004929,48,3.8918202981106265,180,17662.763888888887,44945.81712962963,14,1,1,미국_관광,12,겨울_관광,96,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,38335,38026,42533,37784,42214,36399
미국,상용,2026,2,1,겨울,0,254,172.5,163.875,155.25,116.0,212.66666666666669,196.02083333333331,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.052312357846853674,0.1104,0.4829059829059829,48,3.8918202981106265,180,17662.763888888887,373.4101851851852,14,2,1,미국_상용,12,겨울_상용,96,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,239,183,201,180,6471,3028
미국,유학연수,2026,2,1,겨울,0,254,1559.5,1481.5249999999999,1403.55,1246.5,715.6666666666667,445.91666666666663,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.05259607763781396,0.11103200313267599,0.2509018036072144,48,3.8918202981106265,180,17662.763888888887,1424.4648148148149,14,3,1,미국_유학연수,12,겨울_유학연수,96,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,942,894,948,878,6439,2928
홍콩,공용,2026,2,1,겨울,0,254,2.0,1.9,1.8,0.75,2.0,1.6458333333333335,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.03448275862068969,0.07142857142857141,0.7142857142857143,48,3.8918202981106265,180,7774.140625,273.81898148148144,60,0,1,홍콩_공용,12,겨울_공용,96,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,273.81898148148144,671.2705769271112,1.25,3532.0,9669.583333333334,26784.037687371412,53,1,5,6,5691,2665
홍콩,관광,2026,2,1,겨울,0,254,19905.75,18910.462499999998,17915.175,12540.0,25177.333333333336,22785.6875,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.05262879589561105,0.11110490939053681,0.5873335459692209,48,3.8918202981106265,180,7774.140625,44945.81712962963,60,1,1,홍콩_관광,12,겨울_관광,96,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,44945.81712962963,54906.56830808382,3273.0,224785.0,9669.583333333334,26784.037687371412,22102,22285,20842,20954,35996,30844
홍콩,상용,2026,2,1,겨울,0,254,37.75,35.8625,33.975,29.0,38.416666666666664,43.04166666666667,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.05120379789759248,0.1079342387419585,0.2916666666666667,48,3.8918202981106265,180,7774.140625,373.4101851851852,60,2,1,홍콩_상용,12,겨울_상용,96,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,9669.583333333334,26784.037687371412,89,38,40,37,5732,2691
홍콩,유학연수,2026,2,1,겨울,0,254,384.75,365.5125,346.27500000000003,290.0,199.41666666666666,144.47916666666666,0.1,202602,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,,254,64516,,,0.05248797789979881,0.11079115974371885,0.32560137457044674,48,3.8918202981106265,180,7774.140625,1424.4648148148149,60,3,1,홍콩_유학연수,12,겨울_유학연수,96,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,1424.4648148148149,4236.256416933347,8.75,33336.0,9669.583333333334,26784.037687371412,290,251,211,207,5811,2730
