국적,목적,년,월,입국자수
덴마크,공용,2005,3,0.0
덴마크,유학연수,2005,3,2.0
덴마크,기타,2005,3,214.0
그리스,관광,2005,3,189.0
그리스,상용,2005,3,18.0
그리스,공용,2005,3,0.0
그리스,유학연수,2005,3,1.0
그리스,기타,2005,3,406.0
스위스,관광,2005,3,567.0
스위스,상용,2005,3,20.0
스위스,공용,2005,3,1.0
스위스,유학연수,2005,3,3.0
스위스,기타,2005,3,38.0
노르웨이,관광,2005,3,527.0
노르웨이,상용,2005,3,37.0
노르웨이,공용,2005,3,0.0
노르웨이,유학연수,2005,3,0.0
노르웨이,기타,2005,3,92.0
스페인,관광,2005,3,485.0
스페인,상용,2005,3,12.0
스페인,공용,2005,3,7.0
스페인,유학연수,2005,3,1.0
스페인,기타,2005,3,66.0
루마니아,관광,2005,3,141.0
루마니아,상용,2005,3,6.0
루마니아,공용,2005,3,1.0
루마니아,유학연수,2005,3,1.0
루마니아,기타,2005,3,325.0
벨기에,관광,2005,3,425.0
벨기에,상용,2005,3,18.0
벨기에,공용,2005,3,1.0
벨기에,유학연수,2005,3,1.0
벨기에,기타,2005,3,76.0
독  일,관광,2005,3,5519.0
독  일,상용,2005,3,206.0
독  일,공용,2005,3,8.0
독  일,유학연수,2005,3,20.0
독  일,기타,2005,3,1189.0
영  국,관광,2005,3,5080.0
영  국,상용,2005,3,236.0
영  국,공용,2005,3,8.0
영  국,유학연수,2005,3,2.0
영  국,기타,2005,3,703.0
프랑스,관광,2005,3,2629.0
프랑스,상용,2005,3,247.0
프랑스,공용,2005,3,37.0
프랑스,유학연수,2005,3,9.0
프랑스,기타,2005,3,791.0
네덜란드,관광,2005,3,979.0
네덜란드,상용,2005,3,42.0
네덜란드,공용,2005,3,0.0
네덜란드,유학연수,2005,3,0.0
네덜란드,기타,2005,3,419.0
우크라이나,관광,2005,3,193.0
우크라이나,상용,2005,3,7.0
우크라이나,공용,2005,3,0.0
우크라이나,유학연수,2005,3,6.0
우크라이나,기타,2005,3,1323.0
이탈리아,관광,2005,3,1097.0
이탈리아,상용,2005,3,17.0
이탈리아,공용,2005,3,14.0
이탈리아,유학연수,2005,3,2.0
이탈리아,기타,2005,3,131.0
불가리아,관광,2005,3,119.0
불가리아,상용,2005,3,2.0
불가리아,공용,2005,3,2.0
불가리아,유학연수,2005,3,0.0
불가리아,기타,2005,3,814.0
스웨덴,관광,2005,3,650.0
스웨덴,상용,2005,3,31.0
스웨덴,공용,2005,3,4.0
스웨덴,유학연수,2005,3,4.0
스웨덴,기타,2005,3,251.0
오스트레일리아,관광,2005,3,3652.0
오스트레일리아,상용,2005,3,321.0
오스트레일리아,공용,2005,3,19.0
오스트레일리아,유학연수,2005,3,7.0
오스트레일리아,기타,2005,3,661.0
뉴질랜드,관광,2005,3,857.0
뉴질랜드,상용,2005,3,26.0
뉴질랜드,공용,2005,3,1.0
뉴질랜드,유학연수,2005,3,0.0
뉴질랜드,기타,2005,3,209.0
키리바시,관광,2005,3,4.0
키리바시,상용,2005,3,0.0
키리바시,공용,2005,3,0.0
키리바시,유학연수,2005,3,0.0
키리바시,기타,2005,3,229.0
피  지,관광,2005,3,104.0
피  지,상용,2005,3,0.0
피  지,공용,2005,3,0.0
피  지,유학연수,2005,3,0.0
피  지,기타,2005,3,2.0
남아프리카 공화국,관광,2005,3,177.0
남아프리카 공화국,상용,2005,3,14.0
남아프리카 공화국,공용,2005,3,0.0
남아프리카 공화국,유학연수,2005,3,1.0
남아프리카 공화국,기타,2005,3,109.0
나이지리아,관광,2005,3,89.0
나이지리아,상용,2005,3,127.0
나이지리아,공용,2005,3,5.0
나이지리아,유학연수,2005,3,1.0
나이지리아,기타,2005,3,19.0
이집트,관광,2005,3,85.0
이집트,상용,2005,3,72.0
이집트,공용,2005,3,0.0
이집트,유학연수,2005,3,15.0
이집트,기타,2005,3,79.0
일  본,관광,2005,4,180976.0
일  본,상용,2005,4,3803.0
일  본,공용,2005,4,108.0
일  본,유학연수,2005,4,230.0
일  본,기타,2005,4,3688.0
인  도,관광,2005,4,1109.0
인  도,상용,2005,4,1356.0
인  도,공용,2005,4,8.0
인  도,유학연수,2005,4,14.0
인  도,기타,2005,4,2356.0
베트남,관광,2005,4,784.0
베트남,상용,2005,4,207.0
베트남,공용,2005,4,0.0
베트남,유학연수,2005,4,35.0
베트남,기타,2005,4,2135.0
미얀마,관광,2005,4,327.0
미얀마,상용,2005,4,23.0
미얀마,공용,2005,4,21.0
미얀마,유학연수,2005,4,5.0
미얀마,기타,2005,4,2289.0
몽  골,관광,2005,4,996.0
몽  골,상용,2005,4,339.0
몽  골,공용,2005,4,1.0
몽  골,유학연수,2005,4,25.0
몽  골,기타,2005,4,107.0
스리랑카,관광,2005,4,122.0
스리랑카,상용,2005,4,79.0
스리랑카,공용,2005,4,8.0
스리랑카,유학연수,2005,4,1.0
스리랑카,기타,2005,4,467.0
파키스탄,관광,2005,4,134.0
파키스탄,상용,2005,4,226.0
파키스탄,공용,2005,4,11.0
파키스탄,유학연수,2005,4,9.0
파키스탄,기타,2005,4,181.0
방글라데시,관광,2005,4,262.0
방글라데시,상용,2005,4,66.0
방글라데시,공용,2005,4,5.0
방글라데시,유학연수,2005,4,5.0
방글라데시,기타,2005,4,91.0
중  국,관광,2005,4,23127.0
중  국,상용,2005,4,8783.0
중  국,공용,2005,4,109.0
중  국,유학연수,2005,4,724.0
중  국,기타,2005,4,22969.0
대  만,관광,2005,4,27532.0
대  만,상용,2005,4,46.0
대  만,공용,2005,4,3.0
대  만,유학연수,2005,4,11.0
대  만,기타,2005,4,696.0
필리핀,관광,2005,4,3491.0
필리핀,상용,2005,4,221.0
필리핀,공용,2005,4,92.0
필리핀,유학연수,2005,4,6.0
필리핀,기타,2005,4,16077.0
홍  콩,관광,2005,4,10622.0
홍  콩,상용,2005,4,35.0
홍  콩,공용,2005,4,0.0
홍  콩,유학연수,2005,4,1.0
홍  콩,기타,2005,4,710.0
태  국,관광,2005,4,10265.0
태  국,상용,2005,4,18.0
태  국,공용,2005,4,16.0
태  국,유학연수,2005,4,4.0
태  국,기타,2005,4,3048.0
말레이시아,관광,2005,4,7830.0
말레이시아,상용,2005,4,32.0
말레이시아,공용,2005,4,3.0
말레이시아,유학연수,2005,4,4.0
말레이시아,기타,2005,4,1418.0
싱가포르,관광,2005,4,4952.0
싱가포르,상용,2005,4,28.0
싱가포르,공용,2005,4,1.0
싱가포르,유학연수,2005,4,1.0
싱가포르,기타,2005,4,1439.0
인도네시아,관광,2005,4,2297.0
인도네시아,상용,2005,4,294.0
인도네시아,공용,2005,4,9.0
인도네시아,유학연수,2005,4,4.0
인도네시아,기타,2005,4,2766.0
우즈베키스탄,관광,2005,4,324.0
우즈베키스탄,상용,2005,4,20.0
우즈베키스탄,공용,2005,4,1.0
우즈베키스탄,유학연수,2005,4,6.0
우즈베키스탄,기타,2005,4,138.0
터  키,관광,2005,4,367.0
터  키,상용,2005,4,7.0
터  키,공용,2005,4,0.0
터  키,유학연수,2005,4,0.0
터  키,기타,2005,4,271.0
이스라엘,관광,2005,4,422.0
이스라엘,상용,2005,4,8.0
이스라엘,공용,2005,4,1.0
이스라엘,유학연수,2005,4,0.0
이스라엘,기타,2005,4,111.0
이  란,관광,2005,4,43.0
이  란,상용,2005,4,219.0
이  란,공용,2005,4,0.0
이  란,유학연수,2005,4,0.0
이  란,기타,2005,4,262.0
카자흐스탄,관광,2005,4,214.0
카자흐스탄,상용,2005,4,55.0
카자흐스탄,공용,2005,4,18.0
카자흐스탄,유학연수,2005,4,8.0
카자흐스탄,기타,2005,4,89.0
요르단,관광,2005,4,26.0
요르단,상용,2005,4,174.0
요르단,공용,2005,4,0.0
요르단,유학연수,2005,4,0.0
요르단,기타,2005,4,6.0
사우디아라비아,관광,2005,4,48.0
사우디아라비아,상용,2005,4,23.0
사우디아라비아,공용,2005,4,2.0
사우디아라비아,유학연수,2005,4,2.0
사우디아라비아,기타,2005,4,4.0
이라크,관광,2005,4,55.0
이라크,상용,2005,4,37.0
이라크,공용,2005,4,0.0
이라크,유학연수,2005,4,0.0
이라크,기타,2005,4,3.0
미  국,관광,2005,4,37362.0
미  국,상용,2005,4,2676.0
미  국,공용,2005,4,3022.0
미  국,유학연수,2005,4,28.0
미  국,기타,2005,4,6789.0
에콰도르,관광,2005,4,25.0
에콰도르,상용,2005,4,4.0
에콰도르,공용,2005,4,0.0
에콰도르,유학연수,2005,4,0.0
에콰도르,기타,2005,4,16.0
쿠  바,관광,2005,4,2.0
쿠  바,상용,2005,4,4.0
쿠  바,공용,2005,4,0.0
쿠  바,유학연수,2005,4,0.0
쿠  바,기타,2005,4,25.0
캐나다,관광,2005,4,5946.0
캐나다,상용,2005,4,135.0
캐나다,공용,2005,4,4.0
캐나다,유학연수,2005,4,6.0
캐나다,기타,2005,4,1683.0
브라질,관광,2005,4,391.0
브라질,상용,2005,4,11.0
브라질,공용,2005,4,0.0
브라질,유학연수,2005,4,1.0
브라질,기타,2005,4,98.0
멕시코,관광,2005,4,436.0
멕시코,상용,2005,4,10.0
멕시코,공용,2005,4,2.0
멕시코,유학연수,2005,4,4.0
멕시코,기타,2005,4,251.0
칠  레,관광,2005,4,99.0
칠  레,상용,2005,4,1.0
칠  레,공용,2005,4,1.0
칠  레,유학연수,2005,4,1.0
칠  레,기타,2005,4,59.0
아르헨티나,관광,2005,4,109.0
아르헨티나,상용,2005,4,7.0
아르헨티나,공용,2005,4,0.0
아르헨티나,유학연수,2005,4,1.0
아르헨티나,기타,2005,4,73.0
콜롬비아,관광,2005,4,155.0
콜롬비아,상용,2005,4,2.0
콜롬비아,공용,2005,4,1.0
콜롬비아,유학연수,2005,4,0.0
콜롬비아,기타,2005,4,29.0
페  루,관광,2005,4,66.0
페  루,상용,2005,4,0.0
페  루,공용,2005,4,0.0
페  루,유학연수,2005,4,0.0
페  루,기타,2005,4,12.0
베네수엘라,관광,2005,4,43.0
베네수엘라,상용,2005,4,4.0
베네수엘라,공용,2005,4,0.0
베네수엘라,유학연수,2005,4,1.0
베네수엘라,기타,2005,4,6.0
러시아(연방),관광,2005,4,4878.0
러시아(연방),상용,2005,4,645.0
러시아(연방),공용,2005,4,25.0
러시아(연방),유학연수,2005,4,14.0
러시아(연방),기타,2005,4,9034.0
폴란드,관광,2005,4,352.0
폴란드,상용,2005,4,17.0
폴란드,공용,2005,4,1.0
폴란드,유학연수,2005,4,3.0
폴란드,기타,2005,4,627.0
덴마크,관광,2005,4,529.0
덴마크,상용,2005,4,24.0
덴마크,공용,2005,4,0.0
덴마크,유학연수,2005,4,0.0
덴마크,기타,2005,4,151.0
그리스,관광,2005,4,220.0
그리스,상용,2005,4,24.0
그리스,공용,2005,4,0.0
그리스,유학연수,2005,4,0.0
그리스,기타,2005,4,357.0
스위스,관광,2005,4,705.0
스위스,상용,2005,4,23.0
스위스,공용,2005,4,2.0
스위스,유학연수,2005,4,8.0
스위스,기타,2005,4,46.0
노르웨이,관광,2005,4,533.0
노르웨이,상용,2005,4,49.0
노르웨이,공용,2005,4,0.0
노르웨이,유학연수,2005,4,8.0
노르웨이,기타,2005,4,104.0
스페인,관광,2005,4,511.0
스페인,상용,2005,4,11.0
스페인,공용,2005,4,7.0
스페인,유학연수,2005,4,1.0
스페인,기타,2005,4,74.0
루마니아,관광,2005,4,117.0
루마니아,상용,2005,4,13.0
루마니아,공용,2005,4,1.0
루마니아,유학연수,2005,4,0.0
루마니아,기타,2005,4,629.0
벨기에,관광,2005,4,466.0
벨기에,상용,2005,4,27.0
벨기에,공용,2005,4,0.0
벨기에,유학연수,2005,4,1.0
벨기에,기타,2005,4,68.0
독  일,관광,2005,4,5371.0
독  일,상용,2005,4,233.0
독  일,공용,2005,4,6.0
독  일,유학연수,2005,4,8.0
독  일,기타,2005,4,1464.0
영  국,관광,2005,4,6499.0
영  국,상용,2005,4,284.0
영  국,공용,2005,4,4.0
영  국,유학연수,2005,4,2.0
영  국,기타,2005,4,938.0
프랑스,관광,2005,4,3046.0
프랑스,상용,2005,4,257.0
프랑스,공용,2005,4,22.0
프랑스,유학연수,2005,4,10.0
프랑스,기타,2005,4,664.0
네덜란드,관광,2005,4,1210.0
네덜란드,상용,2005,4,48.0
네덜란드,공용,2005,4,0.0
네덜란드,유학연수,2005,4,4.0
네덜란드,기타,2005,4,442.0
우크라이나,관광,2005,4,225.0
우크라이나,상용,2005,4,13.0
우크라이나,공용,2005,4,2.0
우크라이나,유학연수,2005,4,2.0
우크라이나,기타,2005,4,1145.0
이탈리아,관광,2005,4,1128.0
이탈리아,상용,2005,4,27.0
이탈리아,공용,2005,4,7.0
이탈리아,유학연수,2005,4,1.0
이탈리아,기타,2005,4,320.0
불가리아,관광,2005,4,141.0
불가리아,상용,2005,4,3.0
불가리아,공용,2005,4,3.0
불가리아,유학연수,2005,4,1.0
불가리아,기타,2005,4,753.0
스웨덴,관광,2005,4,815.0
스웨덴,상용,2005,4,42.0
스웨덴,공용,2005,4,7.0
스웨덴,유학연수,2005,4,2.0
스웨덴,기타,2005,4,88.0
오스트레일리아,관광,2005,4,4892.0
오스트레일리아,상용,2005,4,396.0
오스트레일리아,공용,2005,4,31.0
오스트레일리아,유학연수,2005,4,3.0
오스트레일리아,기타,2005,4,756.0
뉴질랜드,관광,2005,4,1278.0
뉴질랜드,상용,2005,4,21.0
뉴질랜드,공용,2005,4,0.0
뉴질랜드,유학연수,2005,4,1.0
뉴질랜드,기타,2005,4,231.0
키리바시,관광,2005,4,13.0
키리바시,상용,2005,4,0.0
키리바시,공용,2005,4,0.0
키리바시,유학연수,2005,4,0.0
키리바시,기타,2005,4,157.0
피  지,관광,2005,4,100.0
피  지,상용,2005,4,1.0
피  지,공용,2005,4,0.0
피  지,유학연수,2005,4,0.0
피  지,기타,2005,4,5.0
남아프리카 공화국,관광,2005,4,183.0
남아프리카 공화국,상용,2005,4,16.0
남아프리카 공화국,공용,2005,4,0.0
남아프리카 공화국,유학연수,2005,4,0.0
남아프리카 공화국,기타,2005,4,208.0
나이지리아,관광,2005,4,121.0
나이지리아,상용,2005,4,134.0
나이지리아,공용,2005,4,2.0
나이지리아,유학연수,2005,4,0.0
나이지리아,기타,2005,4,10.0
이집트,관광,2005,4,62.0
이집트,상용,2005,4,69.0
이집트,공용,2005,4,1.0
이집트,유학연수,2005,4,0.0
이집트,기타,2005,4,63.0
일  본,관광,2005,5,160274.0
일  본,상용,2005,5,3626.0
일  본,공용,2005,5,112.0
일  본,유학연수,2005,5,201.0
일  본,기타,2005,5,3855.0
인  도,관광,2005,5,1317.0
인  도,상용,2005,5,1674.0
인  도,공용,2005,5,28.0
인  도,유학연수,2005,5,16.0
인  도,기타,2005,5,2624.0
베트남,관광,2005,5,922.0
베트남,상용,2005,5,310.0
베트남,공용,2005,5,4.0
베트남,유학연수,2005,5,22.0
베트남,기타,2005,5,2554.0
미얀마,관광,2005,5,343.0
미얀마,상용,2005,5,44.0
미얀마,공용,2005,5,23.0
미얀마,유학연수,2005,5,1.0
미얀마,기타,2005,5,2744.0
몽  골,관광,2005,5,983.0
몽  골,상용,2005,5,357.0
몽  골,공용,2005,5,2.0
몽  골,유학연수,2005,5,31.0
몽  골,기타,2005,5,177.0
스리랑카,관광,2005,5,102.0
스리랑카,상용,2005,5,106.0
스리랑카,공용,2005,5,5.0
스리랑카,유학연수,2005,5,7.0
스리랑카,기타,2005,5,640.0
파키스탄,관광,2005,5,154.0
파키스탄,상용,2005,5,227.0
파키스탄,공용,2005,5,7.0
파키스탄,유학연수,2005,5,6.0
파키스탄,기타,2005,5,258.0
방글라데시,관광,2005,5,253.0
방글라데시,상용,2005,5,67.0
방글라데시,공용,2005,5,2.0
방글라데시,유학연수,2005,5,2.0
방글라데시,기타,2005,5,154.0
중  국,관광,2005,5,27125.0
중  국,상용,2005,5,9447.0
중  국,공용,2005,5,175.0
중  국,유학연수,2005,5,483.0
중  국,기타,2005,5,24860.0
대  만,관광,2005,5,26100.0
대  만,상용,2005,5,39.0
대  만,공용,2005,5,8.0
대  만,유학연수,2005,5,11.0
대  만,기타,2005,5,604.0
필리핀,관광,2005,5,3416.0
필리핀,상용,2005,5,185.0
필리핀,공용,2005,5,91.0
필리핀,유학연수,2005,5,6.0
필리핀,기타,2005,5,16391.0
홍  콩,관광,2005,5,11750.0
홍  콩,상용,2005,5,34.0
홍  콩,공용,2005,5,0.0
홍  콩,유학연수,2005,5,4.0
홍  콩,기타,2005,5,675.0
태  국,관광,2005,5,5845.0
태  국,상용,2005,5,13.0
태  국,공용,2005,5,11.0
태  국,유학연수,2005,5,6.0
태  국,기타,2005,5,3263.0
말레이시아,관광,2005,5,5882.0
말레이시아,상용,2005,5,40.0
말레이시아,공용,2005,5,4.0
말레이시아,유학연수,2005,5,11.0
말레이시아,기타,2005,5,1331.0
싱가포르,관광,2005,5,4746.0
싱가포르,상용,2005,5,29.0
싱가포르,공용,2005,5,1.0
싱가포르,유학연수,2005,5,0.0
싱가포르,기타,2005,5,1465.0
인도네시아,관광,2005,5,1972.0
인도네시아,상용,2005,5,296.0
인도네시아,공용,2005,5,6.0
인도네시아,유학연수,2005,5,10.0
인도네시아,기타,2005,5,3298.0
우즈베키스탄,관광,2005,5,365.0
우즈베키스탄,상용,2005,5,8.0
우즈베키스탄,공용,2005,5,0.0
우즈베키스탄,유학연수,2005,5,3.0
우즈베키스탄,기타,2005,5,164.0
터  키,관광,2005,5,506.0
터  키,상용,2005,5,10.0
터  키,공용,2005,5,2.0
터  키,유학연수,2005,5,1.0
터  키,기타,2005,5,356.0
이스라엘,관광,2005,5,570.0
이스라엘,상용,2005,5,12.0
이스라엘,공용,2005,5,1.0
이스라엘,유학연수,2005,5,0.0
이스라엘,기타,2005,5,87.0
이  란,관광,2005,5,135.0
이  란,상용,2005,5,348.0
이  란,공용,2005,5,2.0
이  란,유학연수,2005,5,0.0
이  란,기타,2005,5,145.0
카자흐스탄,관광,2005,5,185.0
카자흐스탄,상용,2005,5,106.0
카자흐스탄,공용,2005,5,11.0
카자흐스탄,유학연수,2005,5,6.0
카자흐스탄,기타,2005,5,83.0
요르단,관광,2005,5,32.0
요르단,상용,2005,5,179.0
요르단,공용,2005,5,0.0
요르단,유학연수,2005,5,0.0
요르단,기타,2005,5,7.0
사우디아라비아,관광,2005,5,69.0
사우디아라비아,상용,2005,5,26.0
사우디아라비아,공용,2005,5,7.0
사우디아라비아,유학연수,2005,5,1.0
사우디아라비아,기타,2005,5,12.0
이라크,관광,2005,5,95.0
이라크,상용,2005,5,43.0
이라크,공용,2005,5,0.0
이라크,유학연수,2005,5,0.0
이라크,기타,2005,5,6.0
미  국,관광,2005,5,37171.0
미  국,상용,2005,5,2596.0
미  국,공용,2005,5,2352.0
미  국,유학연수,2005,5,52.0
미  국,기타,2005,5,6769.0
에콰도르,관광,2005,5,18.0
에콰도르,상용,2005,5,3.0
에콰도르,공용,2005,5,1.0
에콰도르,유학연수,2005,5,0.0
에콰도르,기타,2005,5,8.0
쿠  바,관광,2005,5,9.0
쿠  바,상용,2005,5,4.0
쿠  바,공용,2005,5,0.0
쿠  바,유학연수,2005,5,0.0
쿠  바,기타,2005,5,0.0
캐나다,관광,2005,5,5339.0
캐나다,상용,2005,5,127.0
캐나다,공용,2005,5,4.0
캐나다,유학연수,2005,5,9.0
캐나다,기타,2005,5,1488.0
브라질,관광,2005,5,593.0
브라질,상용,2005,5,9.0
브라질,공용,2005,5,1.0
브라질,유학연수,2005,5,1.0
브라질,기타,2005,5,116.0
멕시코,관광,2005,5,356.0
멕시코,상용,2005,5,10.0
멕시코,공용,2005,5,2.0
멕시코,유학연수,2005,5,3.0
멕시코,기타,2005,5,31.0
칠  레,관광,2005,5,171.0
칠  레,상용,2005,5,0.0
칠  레,공용,2005,5,0.0
칠  레,유학연수,2005,5,0.0
칠  레,기타,2005,5,19.0
아르헨티나,관광,2005,5,123.0
아르헨티나,상용,2005,5,7.0
아르헨티나,공용,2005,5,0.0
아르헨티나,유학연수,2005,5,0.0
아르헨티나,기타,2005,5,33.0
콜롬비아,관광,2005,5,147.0
콜롬비아,상용,2005,5,0.0
콜롬비아,공용,2005,5,1.0
콜롬비아,유학연수,2005,5,0.0
콜롬비아,기타,2005,5,33.0
페  루,관광,2005,5,103.0
페  루,상용,2005,5,0.0
페  루,공용,2005,5,1.0
페  루,유학연수,2005,5,2.0
페  루,기타,2005,5,5.0
베네수엘라,관광,2005,5,57.0
베네수엘라,상용,2005,5,8.0
베네수엘라,공용,2005,5,1.0
베네수엘라,유학연수,2005,5,0.0
베네수엘라,기타,2005,5,4.0
러시아(연방),관광,2005,5,4776.0
러시아(연방),상용,2005,5,501.0
러시아(연방),공용,2005,5,50.0
러시아(연방),유학연수,2005,5,13.0
러시아(연방),기타,2005,5,8025.0
폴란드,관광,2005,5,318.0
폴란드,상용,2005,5,12.0
폴란드,공용,2005,5,0.0
폴란드,유학연수,2005,5,1.0
폴란드,기타,2005,5,459.0
덴마크,관광,2005,5,514.0
덴마크,상용,2005,5,16.0
덴마크,공용,2005,5,0.0
덴마크,유학연수,2005,5,1.0
덴마크,기타,2005,5,180.0
그리스,관광,2005,5,297.0
그리스,상용,2005,5,19.0
그리스,공용,2005,5,0.0
그리스,유학연수,2005,5,0.0
그리스,기타,2005,5,508.0
스위스,관광,2005,5,619.0
스위스,상용,2005,5,15.0
스위스,공용,2005,5,0.0
스위스,유학연수,2005,5,1.0
스위스,기타,2005,5,41.0
노르웨이,관광,2005,5,466.0
노르웨이,상용,2005,5,42.0
노르웨이,공용,2005,5,0.0
노르웨이,유학연수,2005,5,2.0
노르웨이,기타,2005,5,85.0
스페인,관광,2005,5,598.0
